Tiempo Real, Tiempo, Iluminacion
17-44-31,0,226
17-44-36,0,238
17-44-41,0,229
17-44-46,0,214
17-44-51,0,213
17-44-56,0,220
17-45-01,0,209
17-45-06,0,240
17-45-11,0,243
17-45-16,0,241
17-45-21,1,243
17-45-26,1,236
17-45-31,1,241
17-45-36,1,242
17-45-41,1,236
17-45-46,1,1648
17-45-51,1,3914
17-45-56,1,3988
17-46-01,1,223
